date,temp_max,temp_min,rain,wind_speed,province,lat,lon
2017-02-04,31.8,22.8,0.0,10.5,Siem Reap,13.36,103.85
2017-02-05,33.8,21.9,0.0,14.6,Siem Reap,13.36,103.85
2017-02-06,31.1,19.4,0.0,11.8,Siem Reap,13.36,103.85
2017-02-07,31.9,18.2,0.0,10.4,Siem Reap,13.36,103.85
2017-02-08,32.5,20.6,0.0,11.5,Siem Reap,13.36,103.85
2017-02-09,31.9,21.4,0.0,12.6,Siem Reap,13.36,103.85
2017-02-10,32.7,23.5,0.0,14.9,Siem Reap,13.36,103.85
2017-02-11,32.2,23.0,0.0,18.1,Siem Reap,13.36,103.85
2017-02-12,30.9,20.4,0.0,19.0,Siem Reap,13.36,103.85
2017-02-13,30.6,19.0,0.0,13.5,Siem Reap,13.36,103.85
2017-02-14,32.0,18.7,0.0,16.1,Siem Reap,13.36,103.85
2017-02-15,32.2,19.9,0.0,12.3,Siem Reap,13.36,103.85
2017-02-16,32.3,21.3,0.0,10.9,Siem Reap,13.36,103.85
2017-02-17,32.0,20.9,0.0,12.2,Siem Reap,13.36,103.85
2017-02-18,33.1,22.0,0.0,13.4,Siem Reap,13.36,103.85
2017-02-19,32.5,23.4,0.0,11.6,Siem Reap,13.36,103.85
2017-02-20,33.8,21.2,0.0,10.7,Siem Reap,13.36,103.85
2017-02-21,33.3,23.3,0.0,7.9,Siem Reap,13.36,103.85
2017-02-22,32.8,25.1,0.8,10.0,Siem Reap,13.36,103.85
2017-02-23,33.4,24.6,8.6,7.1,Siem Reap,13.36,103.85
2017-02-24,31.0,24.0,13.6,10.4,Siem Reap,13.36,103.85
2017-02-25,32.0,24.3,0.3,11.0,Siem Reap,13.36,103.85
2017-02-26,33.7,25.5,0.0,14.8,Siem Reap,13.36,103.85
2017-02-27,33.3,24.6,0.0,14.8,Siem Reap,13.36,103.85
2017-02-28,33.7,24.4,0.0,13.0,Siem Reap,13.36,103.85
2017-03-01,34.8,24.4,0.0,18.4,Siem Reap,13.36,103.85
2017-03-02,33.8,23.1,0.0,16.8,Siem Reap,13.36,103.85
2017-03-03,32.7,22.2,0.0,13.4,Siem Reap,13.36,103.85
2017-03-04,33.5,21.0,0.0,9.2,Siem Reap,13.36,103.85
2017-03-05,32.8,22.4,0.3,11.5,Siem Reap,13.36,103.85
2017-03-06,33.2,23.2,0.5,10.0,Siem Reap,13.36,103.85
2017-03-07,32.2,24.2,1.6,10.9,Siem Reap,13.36,103.85
2017-03-08,32.1,23.4,1.3,16.6,Siem Reap,13.36,103.85
2017-03-09,31.8,24.0,1.6,7.8,Siem Reap,13.36,103.85
2017-03-10,33.2,24.2,0.1,12.2,Siem Reap,13.36,103.85
2017-03-11,34.1,24.4,0.2,12.1,Siem Reap,13.36,103.85
2017-03-12,33.5,25.5,0.7,12.5,Siem Reap,13.36,103.85
2017-03-13,34.8,24.8,0.0,11.8,Siem Reap,13.36,103.85
2017-03-14,34.7,26.0,0.0,12.4,Siem Reap,13.36,103.85
2017-03-15,34.6,25.4,0.7,10.6,Siem Reap,13.36,103.85
2017-03-16,33.5,25.2,0.8,15.3,Siem Reap,13.36,103.85
2017-03-17,32.1,24.4,3.7,13.3,Siem Reap,13.36,103.85
2017-03-18,32.5,23.6,6.1,18.3,Siem Reap,13.36,103.85
2017-03-19,33.7,24.5,0.9,13.0,Siem Reap,13.36,103.85
2017-03-20,30.4,24.9,13.1,9.4,Siem Reap,13.36,103.85
2017-03-21,31.5,24.5,10.5,10.1,Siem Reap,13.36,103.85
2017-03-22,32.3,24.4,3.8,11.3,Siem Reap,13.36,103.85
2017-03-23,32.1,26.5,2.0,11.3,Siem Reap,13.36,103.85
2017-03-24,32.8,25.3,5.4,14.7,Siem Reap,13.36,103.85
2017-03-25,33.4,24.8,8.8,10.8,Siem Reap,13.36,103.85
2017-03-26,31.0,24.9,5.8,13.8,Siem Reap,13.36,103.85
2017-03-27,29.9,23.7,0.1,16.2,Siem Reap,13.36,103.85
2017-03-28,32.5,22.6,0.0,10.7,Siem Reap,13.36,103.85
2017-03-29,30.6,24.1,5.4,9.6,Siem Reap,13.36,103.85
2017-03-30,32.2,23.7,5.7,8.5,Siem Reap,13.36,103.85
2017-03-31,30.4,23.9,30.9,14.4,Siem Reap,13.36,103.85
2017-04-01,28.9,24.2,22.2,12.9,Siem Reap,13.36,103.85
2017-04-02,30.2,22.2,0.7,11.9,Siem Reap,13.36,103.85
2017-04-03,28.6,23.5,0.3,9.7,Siem Reap,13.36,103.85
2017-04-04,32.2,23.4,0.0,10.7,Siem Reap,13.36,103.85
2017-04-05,32.5,24.0,15.9,11.3,Siem Reap,13.36,103.85
2017-04-06,31.0,24.0,8.4,12.5,Siem Reap,13.36,103.85
2017-04-07,31.9,24.5,1.5,11.8,Siem Reap,13.36,103.85
2017-04-08,31.9,24.5,2.9,9.7,Siem Reap,13.36,103.85
2017-04-09,32.5,24.9,0.0,10.1,Siem Reap,13.36,103.85
2017-04-10,33.2,24.9,0.4,10.5,Siem Reap,13.36,103.85
2017-04-11,34.0,25.4,0.0,9.7,Siem Reap,13.36,103.85
2017-04-12,34.7,26.0,0.1,10.8,Siem Reap,13.36,103.85
2017-04-13,32.9,25.0,11.9,20.2,Siem Reap,13.36,103.85
2017-04-14,31.5,24.5,1.4,13.3,Siem Reap,13.36,103.85
2017-04-15,32.7,24.4,0.8,10.9,Siem Reap,13.36,103.85
2017-04-16,34.2,23.5,0.0,13.7,Siem Reap,13.36,103.85
2017-04-17,34.5,25.6,0.1,12.1,Siem Reap,13.36,103.85
2017-04-18,36.2,26.0,0.5,11.6,Siem Reap,13.36,103.85
2017-04-19,36.6,25.6,0.0,13.9,Siem Reap,13.36,103.85
2017-04-20,36.6,24.9,0.0,15.6,Siem Reap,13.36,103.85
2017-04-21,37.4,26.5,1.0,19.2,Siem Reap,13.36,103.85
2017-04-22,37.2,25.4,0.2,18.8,Siem Reap,13.36,103.85
2017-04-23,37.2,27.0,0.0,15.5,Siem Reap,13.36,103.85
2017-04-24,36.6,27.4,3.6,13.0,Siem Reap,13.36,103.85
2017-04-25,37.0,26.4,3.4,14.0,Siem Reap,13.36,103.85
2017-04-26,35.1,26.5,0.8,8.7,Siem Reap,13.36,103.85
2017-04-27,35.7,26.0,2.2,10.2,Siem Reap,13.36,103.85
2017-04-28,33.2,25.0,20.7,12.3,Siem Reap,13.36,103.85
2017-04-29,28.4,23.8,35.5,7.6,Siem Reap,13.36,103.85
2017-04-30,32.1,25.2,1.5,10.0,Siem Reap,13.36,103.85
2017-05-01,33.8,26.2,4.7,11.5,Siem Reap,13.36,103.85
2017-05-02,34.5,26.1,4.1,10.5,Siem Reap,13.36,103.85
2017-05-03,33.6,26.4,2.6,11.5,Siem Reap,13.36,103.85
2017-05-04,35.5,27.0,2.2,12.1,Siem Reap,13.36,103.85
2017-05-05,33.6,25.6,9.5,10.0,Siem Reap,13.36,103.85
2017-05-06,35.0,24.7,1.2,13.1,Siem Reap,13.36,103.85
2017-05-07,32.3,24.9,5.9,11.2,Siem Reap,13.36,103.85
2017-05-08,33.8,25.4,3.1,14.1,Siem Reap,13.36,103.85
2017-05-09,32.7,25.2,5.0,12.7,Siem Reap,13.36,103.85
2017-05-10,32.3,24.9,3.6,12.9,Siem Reap,13.36,103.85
2017-05-11,32.0,24.3,11.8,11.3,Siem Reap,13.36,103.85
2017-05-12,32.6,25.0,4.1,9.5,Siem Reap,13.36,103.85
2017-05-13,31.5,25.8,6.4,10.7,Siem Reap,13.36,103.85
2017-05-14,31.6,25.0,13.1,7.2,Siem Reap,13.36,103.85
2017-05-15,32.1,24.9,16.0,10.1,Siem Reap,13.36,103.85
2017-05-16,30.8,25.6,1.2,8.2,Siem Reap,13.36,103.85
2017-05-17,31.2,25.9,8.9,11.2,Siem Reap,13.36,103.85
2017-05-18,31.0,26.0,13.7,9.5,Siem Reap,13.36,103.85
2017-05-19,30.6,25.0,11.8,9.7,Siem Reap,13.36,103.85
2017-05-20,31.9,25.2,2.8,11.6,Siem Reap,13.36,103.85
2017-05-21,33.2,25.9,1.2,12.0,Siem Reap,13.36,103.85
2017-05-22,33.3,25.7,3.7,14.0,Siem Reap,13.36,103.85
2017-05-23,31.8,26.2,16.6,13.4,Siem Reap,13.36,103.85
2017-05-24,31.9,26.2,3.2,13.8,Siem Reap,13.36,103.85
2017-05-25,31.2,25.5,14.8,9.7,Siem Reap,13.36,103.85
2017-05-26,28.8,24.6,58.9,10.5,Siem Reap,13.36,103.85
2017-05-27,28.0,24.9,15.2,6.8,Siem Reap,13.36,103.85
2017-05-28,29.0,25.2,19.4,9.8,Siem Reap,13.36,103.85
2017-05-29,28.8,24.8,12.2,11.3,Siem Reap,13.36,103.85
2017-05-30,31.0,25.2,15.7,10.9,Siem Reap,13.36,103.85
2017-05-31,30.9,25.1,9.4,12.9,Siem Reap,13.36,103.85
2017-06-01,32.3,24.8,1.1,11.8,Siem Reap,13.36,103.85
2017-06-02,32.1,25.4,8.3,15.9,Siem Reap,13.36,103.85
2017-06-03,31.5,25.7,6.3,20.3,Siem Reap,13.36,103.85
2017-06-04,31.1,25.8,12.6,19.7,Siem Reap,13.36,103.85
2017-06-05,30.6,25.6,14.8,13.7,Siem Reap,13.36,103.85
2017-06-06,29.7,25.2,15.2,13.0,Siem Reap,13.36,103.85
2017-06-07,29.9,25.0,7.9,16.6,Siem Reap,13.36,103.85
2017-06-08,28.8,24.5,11.9,14.0,Siem Reap,13.36,103.85
2017-06-09,31.0,24.9,5.4,10.9,Siem Reap,13.36,103.85
2017-06-10,31.2,25.6,8.5,16.1,Siem Reap,13.36,103.85
2017-06-11,29.6,25.2,1.6,15.9,Siem Reap,13.36,103.85
2017-06-12,30.9,25.5,0.0,13.8,Siem Reap,13.36,103.85
2017-06-13,32.0,25.2,0.0,12.4,Siem Reap,13.36,103.85
2017-06-14,30.4,25.1,9.1,9.7,Siem Reap,13.36,103.85
2017-06-15,32.2,25.0,0.1,13.4,Siem Reap,13.36,103.85
2017-06-16,32.3,23.6,0.1,9.8,Siem Reap,13.36,103.85
2017-06-17,32.3,25.2,0.0,10.3,Siem Reap,13.36,103.85
2017-06-18,32.0,25.4,5.2,13.0,Siem Reap,13.36,103.85
2017-06-19,32.1,25.4,3.5,11.8,Siem Reap,13.36,103.85
2017-06-20,32.0,25.6,8.5,11.8,Siem Reap,13.36,103.85
2017-06-21,31.4,25.5,9.7,12.1,Siem Reap,13.36,103.85
2017-06-22,31.9,25.9,3.0,11.5,Siem Reap,13.36,103.85
2017-06-23,30.7,24.8,4.3,13.7,Siem Reap,13.36,103.85
2017-06-24,30.7,24.6,7.4,14.8,Siem Reap,13.36,103.85
2017-06-25,26.8,24.5,25.7,15.8,Siem Reap,13.36,103.85
2017-06-26,30.5,24.6,9.9,10.7,Siem Reap,13.36,103.85
2017-06-27,30.8,24.0,0.8,13.5,Siem Reap,13.36,103.85
2017-06-28,30.6,25.0,3.2,10.2,Siem Reap,13.36,103.85
2017-06-29,30.8,24.9,7.2,11.5,Siem Reap,13.36,103.85
2017-06-30,30.7,24.5,3.6,9.5,Siem Reap,13.36,103.85
2017-07-01,31.0,24.5,6.2,9.7,Siem Reap,13.36,103.85
2017-07-02,31.6,25.2,2.5,10.3,Siem Reap,13.36,103.85
2017-07-03,31.6,25.1,4.0,13.7,Siem Reap,13.36,103.85
2017-07-04,30.4,24.9,10.1,14.8,Siem Reap,13.36,103.85
2017-07-05,30.8,24.6,2.1,13.7,Siem Reap,13.36,103.85
2017-07-06,31.2,24.9,0.3,14.5,Siem Reap,13.36,103.85
2017-07-07,28.9,25.1,4.7,17.9,Siem Reap,13.36,103.85
2017-07-08,29.9,25.2,4.6,18.7,Siem Reap,13.36,103.85
2017-07-09,31.5,23.9,8.1,12.4,Siem Reap,13.36,103.85
2017-07-10,31.0,24.7,3.2,16.0,Siem Reap,13.36,103.85
2017-07-11,30.8,25.4,11.8,14.3,Siem Reap,13.36,103.85
2017-07-12,28.8,24.9,7.6,10.9,Siem Reap,13.36,103.85
2017-07-13,30.8,25.1,21.1,13.0,Siem Reap,13.36,103.85
2017-07-14,29.6,25.0,0.7,21.4,Siem Reap,13.36,103.85
2017-07-15,28.3,25.0,2.5,18.3,Siem Reap,13.36,103.85
2017-07-16,30.1,24.8,1.3,22.5,Siem Reap,13.36,103.85
2017-07-17,30.1,24.8,12.7,19.4,Siem Reap,13.36,103.85
2017-07-18,29.5,24.3,14.6,15.5,Siem Reap,13.36,103.85
2017-07-19,26.8,24.4,3.3,14.2,Siem Reap,13.36,103.85
2017-07-20,28.0,24.4,10.0,10.2,Siem Reap,13.36,103.85
2017-07-21,28.1,24.0,17.9,16.4,Siem Reap,13.36,103.85
2017-07-22,28.8,24.4,12.3,9.8,Siem Reap,13.36,103.85
2017-07-23,30.1,24.6,5.1,12.8,Siem Reap,13.36,103.85
2017-07-24,29.5,25.3,8.5,17.0,Siem Reap,13.36,103.85
2017-07-25,26.0,24.4,27.0,16.0,Siem Reap,13.36,103.85
2017-07-26,28.3,24.1,17.8,19.5,Siem Reap,13.36,103.85
2017-07-27,29.5,24.5,5.6,20.4,Siem Reap,13.36,103.85
2017-07-28,31.2,24.9,0.9,23.3,Siem Reap,13.36,103.85
2017-07-29,31.2,26.0,0.8,20.1,Siem Reap,13.36,103.85
2017-07-30,31.9,25.9,0.5,18.6,Siem Reap,13.36,103.85
2017-07-31,32.6,25.9,0.0,17.1,Siem Reap,13.36,103.85
2017-08-01,32.4,26.2,1.0,17.7,Siem Reap,13.36,103.85
2017-08-02,32.5,25.5,0.8,17.5,Siem Reap,13.36,103.85
2017-08-03,32.2,25.9,1.7,19.0,Siem Reap,13.36,103.85
2017-08-04,32.2,26.1,16.3,18.0,Siem Reap,13.36,103.85
2017-08-05,31.1,25.7,8.0,16.3,Siem Reap,13.36,103.85
2017-08-06,29.5,24.8,17.2,12.5,Siem Reap,13.36,103.85
2017-08-07,31.6,24.4,3.4,10.5,Siem Reap,13.36,103.85
2017-08-08,31.6,24.5,0.0,9.9,Siem Reap,13.36,103.85
2017-08-09,31.5,25.0,10.6,16.4,Siem Reap,13.36,103.85
2017-08-10,32.5,24.9,2.1,16.9,Siem Reap,13.36,103.85
2017-08-11,32.6,24.8,0.1,14.7,Siem Reap,13.36,103.85
2017-08-12,32.4,24.9,0.9,9.0,Siem Reap,13.36,103.85
2017-08-13,31.6,26.1,1.2,7.2,Siem Reap,13.36,103.85
2017-08-14,31.6,25.1,7.3,12.4,Siem Reap,13.36,103.85
2017-08-15,32.0,25.2,7.1,14.3,Siem Reap,13.36,103.85
2017-08-16,29.4,25.5,11.0,12.2,Siem Reap,13.36,103.85
2017-08-17,29.1,23.6,14.1,8.7,Siem Reap,13.36,103.85
2017-08-18,29.1,24.3,20.8,12.2,Siem Reap,13.36,103.85
2017-08-19,28.6,23.8,49.8,14.8,Siem Reap,13.36,103.85
2017-08-20,28.9,24.3,12.8,14.2,Siem Reap,13.36,103.85
2017-08-21,29.8,24.2,19.7,12.6,Siem Reap,13.36,103.85
2017-08-22,31.1,24.4,13.7,13.0,Siem Reap,13.36,103.85
2017-08-23,30.5,25.4,6.4,15.6,Siem Reap,13.36,103.85
2017-08-24,31.6,25.2,7.3,17.9,Siem Reap,13.36,103.85
2017-08-25,31.1,24.7,23.2,12.4,Siem Reap,13.36,103.85
2017-08-26,28.7,24.2,25.1,11.7,Siem Reap,13.36,103.85
2017-08-27,26.8,24.0,40.1,13.8,Siem Reap,13.36,103.85
2017-08-28,29.2,24.2,12.8,13.2,Siem Reap,13.36,103.85
2017-08-29,29.8,24.5,1.7,13.1,Siem Reap,13.36,103.85
2017-08-30,30.9,23.5,0.9,11.4,Siem Reap,13.36,103.85
2017-08-31,31.5,24.0,3.1,12.4,Siem Reap,13.36,103.85
2017-09-01,31.9,24.9,2.3,14.0,Siem Reap,13.36,103.85
2017-09-02,32.1,25.2,14.3,14.5,Siem Reap,13.36,103.85
2017-09-03,30.5,25.3,10.0,10.5,Siem Reap,13.36,103.85
2017-09-04,32.2,25.5,2.8,9.8,Siem Reap,13.36,103.85
2017-09-05,31.4,25.3,1.6,10.0,Siem Reap,13.36,103.85
2017-09-06,31.4,25.0,3.4,9.3,Siem Reap,13.36,103.85
2017-09-07,31.9,25.0,1.0,7.4,Siem Reap,13.36,103.85
2017-09-08,31.7,25.5,5.3,5.6,Siem Reap,13.36,103.85
2017-09-09,32.4,25.2,5.7,10.5,Siem Reap,13.36,103.85
2017-09-10,32.3,25.5,6.3,7.9,Siem Reap,13.36,103.85
2017-09-11,32.0,25.0,8.6,10.8,Siem Reap,13.36,103.85
2017-09-12,30.2,24.5,6.6,11.2,Siem Reap,13.36,103.85
2017-09-13,32.6,24.4,0.0,8.9,Siem Reap,13.36,103.85
2017-09-14,32.0,25.1,5.0,11.9,Siem Reap,13.36,103.85
2017-09-15,30.1,25.4,11.1,15.9,Siem Reap,13.36,103.85
2017-09-16,30.1,24.8,21.2,13.7,Siem Reap,13.36,103.85
2017-09-17,30.3,24.2,8.1,10.6,Siem Reap,13.36,103.85
2017-09-18,32.0,24.2,6.4,14.4,Siem Reap,13.36,103.85
2017-09-19,32.3,25.0,0.4,8.8,Siem Reap,13.36,103.85
2017-09-20,30.4,25.1,3.4,9.6,Siem Reap,13.36,103.85
2017-09-21,30.8,24.1,4.5,10.5,Siem Reap,13.36,103.85
2017-09-22,29.1,24.0,11.4,10.1,Siem Reap,13.36,103.85
2017-09-23,29.8,23.5,34.7,9.4,Siem Reap,13.36,103.85
2017-09-24,29.2,23.8,12.3,9.8,Siem Reap,13.36,103.85
2017-09-25,28.9,24.5,19.9,13.8,Siem Reap,13.36,103.85
2017-09-26,30.3,23.4,11.1,10.3,Siem Reap,13.36,103.85
2017-09-27,31.4,24.5,13.8,10.2,Siem Reap,13.36,103.85
2017-09-28,30.8,24.5,9.5,7.7,Siem Reap,13.36,103.85
2017-09-29,29.9,24.5,9.6,8.4,Siem Reap,13.36,103.85
2017-09-30,30.2,23.9,9.5,11.4,Siem Reap,13.36,103.85
2017-10-01,30.4,25.0,11.3,8.2,Siem Reap,13.36,103.85
2017-10-02,30.0,24.4,9.5,8.9,Siem Reap,13.36,103.85
2017-10-03,25.5,23.8,61.7,8.7,Siem Reap,13.36,103.85
2017-10-04,28.5,23.3,20.1,10.5,Siem Reap,13.36,103.85
2017-10-05,30.4,23.2,1.7,10.2,Siem Reap,13.36,103.85
2017-10-06,31.0,24.3,5.4,8.8,Siem Reap,13.36,103.85
2017-10-07,29.5,24.5,14.5,5.8,Siem Reap,13.36,103.85
2017-10-08,31.3,24.0,1.2,9.2,Siem Reap,13.36,103.85
2017-10-09,29.4,24.3,3.8,7.6,Siem Reap,13.36,103.85
2017-10-10,30.0,25.2,12.5,8.2,Siem Reap,13.36,103.85
2017-10-11,30.0,24.6,6.5,8.9,Siem Reap,13.36,103.85
2017-10-12,30.9,24.1,5.2,8.1,Siem Reap,13.36,103.85
2017-10-13,29.8,24.6,1.9,9.9,Siem Reap,13.36,103.85
2017-10-14,29.8,24.4,12.2,6.6,Siem Reap,13.36,103.85
2017-10-15,31.1,24.1,0.8,11.7,Siem Reap,13.36,103.85
2017-10-16,31.1,24.0,2.0,13.7,Siem Reap,13.36,103.85
2017-10-17,29.6,24.2,30.7,8.6,Siem Reap,13.36,103.85
2017-10-18,28.0,23.9,35.8,13.7,Siem Reap,13.36,103.85
2017-10-19,30.7,24.2,5.3,11.1,Siem Reap,13.36,103.85
2017-10-20,31.0,24.2,1.0,11.5,Siem Reap,13.36,103.85
2017-10-21,31.5,23.8,0.4,10.0,Siem Reap,13.36,103.85
2017-10-22,31.5,24.1,1.6,7.4,Siem Reap,13.36,103.85
2017-10-23,29.5,23.2,5.7,13.1,Siem Reap,13.36,103.85
2017-10-24,30.3,23.9,8.9,9.4,Siem Reap,13.36,103.85
2017-10-25,30.1,23.5,2.3,7.2,Siem Reap,13.36,103.85
2017-10-26,30.6,24.0,0.2,9.1,Siem Reap,13.36,103.85
2017-10-27,30.7,23.0,0.8,8.1,Siem Reap,13.36,103.85
2017-10-28,30.0,23.5,0.2,9.7,Siem Reap,13.36,103.85
2017-10-29,31.0,23.2,0.0,11.4,Siem Reap,13.36,103.85
2017-10-30,30.0,23.2,0.0,16.8,Siem Reap,13.36,103.85
2017-10-31,26.4,22.0,0.2,15.3,Siem Reap,13.36,103.85
2017-11-01,26.0,22.6,1.8,13.3,Siem Reap,13.36,103.85
2017-11-02,30.0,22.2,0.2,11.1,Siem Reap,13.36,103.85
2017-11-03,29.7,22.4,0.0,16.2,Siem Reap,13.36,103.85
2017-11-04,28.9,22.8,0.2,24.4,Siem Reap,13.36,103.85
2017-11-05,24.0,21.0,19.2,28.4,Siem Reap,13.36,103.85
2017-11-06,26.9,22.1,1.6,12.3,Siem Reap,13.36,103.85
2017-11-07,30.0,22.5,1.0,13.5,Siem Reap,13.36,103.85
2017-11-08,29.6,23.3,8.1,9.8,Siem Reap,13.36,103.85
2017-11-09,30.1,22.6,1.7,9.0,Siem Reap,13.36,103.85
2017-11-10,30.4,23.6,2.4,8.3,Siem Reap,13.36,103.85
2017-11-11,29.3,23.8,6.7,11.2,Siem Reap,13.36,103.85
2017-11-12,30.2,24.4,8.6,11.0,Siem Reap,13.36,103.85
2017-11-13,29.1,24.0,15.4,7.7,Siem Reap,13.36,103.85
2017-11-14,29.6,23.6,3.2,8.3,Siem Reap,13.36,103.85
2017-11-15,30.6,23.5,7.7,12.4,Siem Reap,13.36,103.85
2017-11-16,30.5,23.9,1.3,8.9,Siem Reap,13.36,103.85
2017-11-17,31.2,23.7,1.7,6.5,Siem Reap,13.36,103.85
2017-11-18,32.0,24.6,0.3,8.2,Siem Reap,13.36,103.85
2017-11-19,27.6,24.2,12.4,9.7,Siem Reap,13.36,103.85
2017-11-20,27.6,23.8,14.0,14.0,Siem Reap,13.36,103.85
2017-11-21,30.1,24.0,0.3,15.8,Siem Reap,13.36,103.85
2017-11-22,30.4,23.7,9.0,12.2,Siem Reap,13.36,103.85
2017-11-23,29.9,22.3,0.1,15.9,Siem Reap,13.36,103.85
2017-11-24,28.5,21.5,0.0,15.8,Siem Reap,13.36,103.85
2017-11-25,28.7,20.5,0.0,14.6,Siem Reap,13.36,103.85
2017-11-26,29.7,21.3,0.0,13.4,Siem Reap,13.36,103.85
2017-11-27,30.3,21.1,0.0,12.7,Siem Reap,13.36,103.85
2017-11-28,31.1,21.7,0.1,11.9,Siem Reap,13.36,103.85
2017-11-29,30.9,23.9,0.0,9.2,Siem Reap,13.36,103.85
2017-11-30,31.5,23.9,1.2,10.5,Siem Reap,13.36,103.85
2017-12-01,31.1,23.5,0.0,13.8,Siem Reap,13.36,103.85
2017-12-02,30.6,23.2,0.0,16.1,Siem Reap,13.36,103.85
2017-12-03,31.0,23.0,0.0,13.2,Siem Reap,13.36,103.85
2017-12-04,30.0,23.8,0.9,12.5,Siem Reap,13.36,103.85
2017-12-05,30.1,23.5,0.0,14.3,Siem Reap,13.36,103.85
2017-12-06,30.2,21.2,0.0,11.1,Siem Reap,13.36,103.85
2017-12-07,30.5,21.7,0.0,10.7,Siem Reap,13.36,103.85
2017-12-08,31.0,24.1,0.3,11.3,Siem Reap,13.36,103.85
2017-12-09,29.2,22.9,0.1,9.7,Siem Reap,13.36,103.85
2017-12-10,28.2,20.1,0.0,10.2,Siem Reap,13.36,103.85
2017-12-11,29.1,21.4,0.0,12.4,Siem Reap,13.36,103.85
2017-12-12,30.1,24.0,0.1,8.7,Siem Reap,13.36,103.85
2017-12-13,30.6,23.8,0.1,8.1,Siem Reap,13.36,103.85
2017-12-14,30.5,23.3,0.6,8.8,Siem Reap,13.36,103.85
2017-12-15,30.0,22.6,1.3,12.0,Siem Reap,13.36,103.85
2017-12-16,31.4,22.9,0.0,19.5,Siem Reap,13.36,103.85
2017-12-17,27.9,20.6,0.0,19.6,Siem Reap,13.36,103.85
2017-12-18,25.5,16.2,0.0,18.5,Siem Reap,13.36,103.85
2017-12-19,24.8,15.0,0.0,18.1,Siem Reap,13.36,103.85
2017-12-20,24.4,15.2,0.0,17.3,Siem Reap,13.36,103.85
2017-12-21,26.4,15.8,0.0,16.2,Siem Reap,13.36,103.85
2017-12-22,29.0,18.1,0.0,13.0,Siem Reap,13.36,103.85
2017-12-23,31.5,20.1,0.0,9.6,Siem Reap,13.36,103.85
2017-12-24,31.5,21.8,0.0,17.9,Siem Reap,13.36,103.85
2017-12-25,27.8,20.2,0.0,18.0,Siem Reap,13.36,103.85
2017-12-26,25.5,20.9,5.2,16.7,Siem Reap,13.36,103.85
2017-12-27,28.4,21.5,0.1,15.2,Siem Reap,13.36,103.85
2017-12-28,31.1,22.1,0.9,18.8,Siem Reap,13.36,103.85
2017-12-29,31.2,22.5,0.0,14.6,Siem Reap,13.36,103.85
2017-12-30,32.3,22.7,0.0,14.6,Siem Reap,13.36,103.85
2017-12-31,30.8,22.8,0.0,14.4,Siem Reap,13.36,103.85
2018-01-01,31.1,20.9,0.0,10.8,Siem Reap,13.36,103.85
2018-01-02,31.0,20.9,0.0,12.5,Siem Reap,13.36,103.85
2018-01-03,31.9,21.4,0.0,10.7,Siem Reap,13.36,103.85
2018-01-04,31.5,22.2,0.0,10.4,Siem Reap,13.36,103.85
2018-01-05,31.8,24.1,0.0,10.4,Siem Reap,13.36,103.85
2018-01-06,31.0,24.8,0.1,15.5,Siem Reap,13.36,103.85
2018-01-07,31.0,24.0,4.6,13.4,Siem Reap,13.36,103.85
2018-01-08,31.8,24.4,0.3,7.7,Siem Reap,13.36,103.85
2018-01-09,32.3,25.0,10.3,10.2,Siem Reap,13.36,103.85
2018-01-10,30.2,21.6,7.6,19.4,Siem Reap,13.36,103.85
2018-01-11,25.9,20.2,0.0,13.8,Siem Reap,13.36,103.85
2018-01-12,27.5,18.0,0.0,18.9,Siem Reap,13.36,103.85
2018-01-13,27.2,17.5,0.0,14.4,Siem Reap,13.36,103.85
2018-01-14,29.5,18.5,0.0,13.5,Siem Reap,13.36,103.85
2018-01-15,30.4,20.0,0.0,12.6,Siem Reap,13.36,103.85
2018-01-16,30.6,21.2,0.0,8.7,Siem Reap,13.36,103.85
2018-01-17,31.8,21.5,0.0,8.5,Siem Reap,13.36,103.85
2018-01-18,32.3,22.4,0.0,10.2,Siem Reap,13.36,103.85
2018-01-19,29.3,22.9,0.0,12.5,Siem Reap,13.36,103.85
2018-01-20,33.1,23.4,0.0,13.3,Siem Reap,13.36,103.85
2018-01-21,32.7,25.0,0.0,12.6,Siem Reap,13.36,103.85
2018-01-22,32.5,25.6,1.3,12.9,Siem Reap,13.36,103.85
2018-01-23,32.8,25.7,0.0,14.1,Siem Reap,13.36,103.85
2018-01-24,31.0,25.0,0.0,15.5,Siem Reap,13.36,103.85
2018-01-25,32.3,24.0,0.0,13.6,Siem Reap,13.36,103.85
2018-01-26,32.5,23.4,0.0,14.6,Siem Reap,13.36,103.85
2018-01-27,30.8,24.1,0.6,10.1,Siem Reap,13.36,103.85
2018-01-28,31.9,24.5,1.2,8.5,Siem Reap,13.36,103.85
2018-01-29,31.1,24.1,1.8,11.3,Siem Reap,13.36,103.85
2018-01-30,30.1,23.3,1.9,16.6,Siem Reap,13.36,103.85
2018-01-31,30.5,23.5,0.7,10.6,Siem Reap,13.36,103.85
2018-02-01,30.8,21.6,0.0,17.7,Siem Reap,13.36,103.85
2018-02-02,31.6,21.6,0.0,10.7,Siem Reap,13.36,103.85
2018-02-03,28.5,20.0,0.0,15.9,Siem Reap,13.36,103.85
2018-02-04,29.5,18.4,0.0,13.0,Siem Reap,13.36,103.85
2018-02-05,28.4,18.0,0.0,14.6,Siem Reap,13.36,103.85
